#OTU ID	TestBx10_S39	TestBx11_S40	TestBx12_S41	TestBx13_S42	TestBx15_S43	TestBx16_S44	TestBx17_S45	TestBx18_S46	TestBx19_S47	TestBx20_S49	TestBx21_S50	TestBx22_S51	TestBx24_S52	TestBx25_S53	TestBx26_S54	TestBx27_S55	TestBx29_S56	TestBx2_S48	TestBx32_S58	TestBx33_S59	TestBx3_S57	TestBx4_S60	TestBx9_S61	TestFA10_S62	TestFA11_S63	TestFA12_S64	TestFA13_S65	TestFA15_S66	TestFA16_S67	TestFA17_S68	TestFA18_S69	TestFA19_S70	TestFA20_S72	TestFA21_S73	TestFA22_S74	TestFA24_S75	TestFA25_S76	TestFA26_S77	TestFA27_S78	TestFA29_S79	TestFA2_S71	TestFA32_S81	TestFA33_S82	TestFA3_S80	TestFA4_S83	TestFA9_S84
Metabolism;Lipid Metabolism;Glycerophospholipid metabolism	0.006092831	0.006040638	0.005999048	0.006069577	0.006073563	0.005950596	0.00594029	0.006150446	0.005685285	0.006088334	0.006026032	0.005884367	0.005933682	0.004460685	0.005783839	0.005786807	0.005969075	0.006379683	0.005748344	0.006089688	0.005949373	0.005700983	0.005960109	0.005981352	0.006155146	0.006217746	0.006230647	0.006170203	0.005735181	0.005825003	0.006021586	0.005892905	0.005775644	0.006162288	0.005803669	0.006399402	0.005904231	0.006034698	0.005856847	0.00609141	0.006695855	0.005984382	0.006224055	0.005936694	0.005917841	0.006534978
Metabolism;Lipid Metabolism;Linoleic acid metabolism	0.000707722	0.000896024	0.000682464	0.00073095	0.000677595	0.000891969	0.000715568	0.000904067	0.000751761	0.00087394	0.000870936	0.000817908	0.000832351	0.000532015	0.00081017	0.000838735	0.000692287	0.000767362	0.000806422	0.000677202	0.000820377	0.001063314	0.000668371	0.000781939	0.000901174	0.000862216	0.000770969	0.000702952	0.000890255	0.000701814	0.000927432	0.000650817	0.001064192	0.000806498	0.000805649	0.000922815	0.000748218	0.000782108	0.000915114	0.000748728	0.001266857	0.000861185	0.000769296	0.000832046	0.001024163	0.000800455
Metabolism;Lipid Metabolism;Lipid biosynthesis proteins	0.005657695	0.005636725	0.005712049	0.005963776	0.005093932	0.00550332	0.005979487	0.00571119	0.005142604	0.005462339	0.00569543	0.006010125	0.005652263	0.006310376	0.005505674	0.006060013	0.006010257	0.006118069	0.006005382	0.006093153	0.005968121	0.005680529	0.006497811	0.005692969	0.005789499	0.006151809	0.005915548	0.005605392	0.005425979	0.006067657	0.005896404	0.005396893	0.005813625	0.005985749	0.006128382	0.005479633	0.006330284	0.005641302	0.006059123	0.006043445	0.005410449	0.005958188	0.006353463	0.005874864	0.00581132	0.006527363
Metabolism;Lipid Metabolism;Primary bile acid biosynthesis	0.000469144	0.000381247	0.000248635	0.000302968	0.00060959	0.000329193	0.00035835	0.000424992	0.000329101	0.000629358	0.00036643	0.00039297	0.000415592	0.000145858	0.000442123	0.000432189	0.000456691	0.000408389	0.000563828	0.000372681	0.000372603	0.000418541	0.000331077	0.000397341	0.000399171	0.000326327	0.000343218	0.00051936	0.000433948	0.000375861	0.000416889	0.000380472	0.000548983	0.000364031	0.000451127	0.000412895	0.000391357	0.000513103	0.000404068	0.000416287	0.000517313	0.000446108	0.000306757	0.000389471	0.000419815	0.000290992
Metabolism;Lipid Metabolism;Secondary bile acid biosynthesis	0.000454052	0.000368123	0.000240717	0.000296465	0.000607539	0.000315499	0.000347202	0.000405212	0.000325653	0.000611967	0.000347429	0.000385923	0.00040925	0.000145174	0.000432287	0.00040285	0.000445624	0.00040158	0.000546174	0.000365207	0.000343938	0.000396592	0.000285897	0.000387144	0.00036912	0.000322619	0.000338891	0.000517264	0.00040395	0.000360675	0.00038711	0.000378212	0.000513262	0.000359389	0.000443811	0.000407179	0.000389044	0.000506713	0.000372638	0.00040725	0.000516637	0.000437497	0.000298992	0.000364322	0.000386725	0.000288901
Metabolism;Lipid Metabolism;Sphingolipid metabolism	0.002558974	0.002685351	0.002258918	0.002521418	0.002509123	0.002654581	0.002973714	0.003077378	0.002580111	0.003648423	0.002187203	0.003142352	0.003523768	0.001887243	0.003378755	0.002685215	0.003164752	0.003059492	0.004767917	0.003212082	0.002795551	0.003177471	0.002583332	0.002669426	0.002764786	0.002123668	0.002806856	0.002828986	0.002851218	0.003029152	0.003056791	0.003148477	0.00404387	0.002444397	0.003747358	0.002535108	0.003375732	0.003874832	0.002465321	0.003006121	0.002749237	0.003626865	0.002930088	0.002866449	0.003121431	0.002800565
Metabolism;Lipid Metabolism;Steroid biosynthesis	3.04941E-06	2.15857E-07	2.50916E-05	9.39283E-06	1.59575E-05	6.60501E-07	4.33329E-06	0.000139926	1.53681E-05	1.35355E-06	2.64684E-06	1.08909E-06	1.39068E-07	0.000340873	2.3988E-08	4.7847E-07	2.84842E-05	0.000358933	2.36512E-06	8.31395E-05	5.35288E-05	1.08086E-06	0.000173466	3.74151E-06	2.61195E-08	3.05829E-08	5.24893E-05	0.000154757	1.45716E-06	1.03185E-05	0.000178675	4.27971E-05	2.72266E-08	7.37444E-07	1.76705E-08	3.40954E-08	0.000131259	1.45232E-07	1.56955E-07	7.2621E-05	1.63271E-05	1.76172E-05	8.13769E-05	0.000127894	1.75545E-08	0.000302353
Metabolism;Lipid Metabolism;Steroid hormone biosynthesis	0.000166839	0.000199323	0.000231328	0.000216922	6.00269E-05	0.000184896	0.000330391	0.000437705	0.000222275	0.000318083	8.87951E-05	0.000334351	0.000458119	0.000227145	0.000464695	0.000293411	0.000470848	0.000827609	0.000848572	0.000559008	0.000416323	0.000353316	0.000578737	0.000252988	0.000243577	4.48039E-06	0.000342474	0.000407457	0.000374439	0.000409374	0.000566841	0.000417643	0.000507613	0.000123069	0.000499827	7.87377E-05	0.000618501	0.000576061	0.00022217	0.000442475	3.45726E-05	0.000518756	0.000415766	0.000549171	0.000320404	0.000640033
Metabolism;Lipid Metabolism;Synthesis and degradation of ketone bodies	0.000383347	0.000357676	0.000541188	0.000305333	0.000161364	0.000296609	0.000266614	0.000312431	0.000378504	0.000248724	0.00034787	0.000312698	0.000246485	0.000710313	0.000257583	0.000290431	0.000239628	0.000309975	0.0002083	0.000265055	0.000354253	0.000406652	0.000813237	0.00025918	0.000359587	0.000310745	0.000297345	0.000208709	0.000280276	0.000287603	0.000352868	0.000311195	0.000352557	0.000281619	0.000267319	0.000233826	0.000297276	0.00017288	0.000322752	0.000290063	0.000381338	0.000275717	0.000330091	0.00031846	0.000392132	0.000351878
Metabolism;Lipid Metabolism;alpha-Linolenic acid metabolism	7.17904E-05	3.99768E-05	2.74718E-05	2.38598E-05	1.61066E-05	1.60428E-05	2.31049E-05	2.51668E-05	2.4289E-05	2.45279E-05	3.04071E-05	4.79841E-05	2.67846E-05	2.18031E-05	0.000111232	2.40757E-05	3.14871E-05	1.75405E-05	2.12016E-05	4.59086E-05	5.32031E-05	2.68136E-05	0.000109737	2.68599E-05	2.01381E-05	1.705E-06	1.78731E-05	4.12017E-05	2.46042E-05	3.25478E-05	3.19829E-05	3.11657E-05	3.39107E-05	1.93549E-05	6.41084E-05	2.7049E-06	4.68475E-05	0.000114551	1.48323E-05	2.34272E-05	1.00566E-06	1.81318E-05	2.69828E-05	6.16447E-05	2.92282E-05	2.25228E-05
Metabolism;Metabolism of Cofactors and Vitamins;Biotin metabolism	0.001915703	0.001717749	0.001855684	0.002052252	0.001724001	0.001802711	0.001685973	0.001741424	0.001401717	0.001813465	0.001584984	0.001893419	0.002107385	0.002573545	0.001615207	0.001658789	0.00180626	0.001715763	0.002073705	0.001915387	0.001876585	0.00164228	0.001798799	0.001564212	0.001767714	0.001899534	0.001866687	0.001744829	0.001653202	0.00175625	0.001721067	0.001612119	0.001619179	0.001672197	0.001922158	0.00187993	0.001995274	0.001666623	0.001626356	0.001645071	0.001561396	0.0018079	0.001993468	0.001735118	0.001880102	0.002023877
Metabolism;Metabolism of Cofactors and Vitamins;Folate biosynthesis	0.003580011	0.003842822	0.004080337	0.004235725	0.002688905	0.003713422	0.003815631	0.004089093	0.003173918	0.003488786	0.003425041	0.003778574	0.004246978	0.002897017	0.00351256	0.00370416	0.004130127	0.004329735	0.004609369	0.004370393	0.004231781	0.003855294	0.004465445	0.003800006	0.004000942	0.003925811	0.004153676	0.003523216	0.003688061	0.004075688	0.004218776	0.003584417	0.003750939	0.003747147	0.003967991	0.003612352	0.00437569	0.003462792	0.003622237	0.004078656	0.004724853	0.004416587	0.004366669	0.004162499	0.004325387	0.004747354
Metabolism;Metabolism of Cofactors and Vitamins;Lipoic acid metabolism	0.000210875	0.000177521	0.000302487	0.000167971	9.82427E-05	0.000197196	0.000282239	0.000239516	0.000246264	0.000244869	0.00016861	0.000310199	0.000169051	0.000144205	0.00037534	0.000332689	0.000402983	0.000475903	0.000418795	0.000357932	0.000321137	0.000313615	0.000505993	0.000275389	0.00016373	6.53403E-05	0.000218671	0.00024755	0.000320507	0.000333026	0.000327333	0.000308638	0.000400313	0.000155564	0.000427166	3.60957E-05	0.00040064	0.000438418	0.00028367	0.000372395	3.67445E-05	0.00034176	0.000319327	0.000390882	0.000272358	0.000323581
Metabolism;Metabolism of Cofactors and Vitamins;Nicotinate and nicotinamide metabolism	0.004005326	0.003920314	0.003930102	0.004070201	0.003979147	0.004132341	0.004210139	0.00378011	0.003993373	0.003864457	0.004238124	0.003970511	0.00429365	0.004481081	0.004086521	0.004386566	0.004268516	0.00325644	0.004541372	0.004235846	0.003998412	0.003821954	0.003728578	0.003962098	0.004109795	0.00408959	0.004007732	0.003886638	0.004248178	0.004236284	0.003712623	0.004088397	0.003858811	0.004457523	0.004073749	0.003949533	0.004082423	0.004161774	0.00433828	0.004063274	0.003671347	0.004112325	0.004028177	0.003881092	0.003944876	0.003352609
Metabolism;Metabolism of Cofactors and Vitamins;One carbon pool by folate	0.005631594	0.005938019	0.005957312	0.005928783	0.005463936	0.005875607	0.006270699	0.005906836	0.005910333	0.005738011	0.005733872	0.00588001	0.006156024	0.00598147	0.005662603	0.00597515	0.006239161	0.005912302	0.006342243	0.006253303	0.005791827	0.005793604	0.005655974	0.005948348	0.005991494	0.005901603	0.006073507	0.005841667	0.005874984	0.006340211	0.005823805	0.006137446	0.005978714	0.006116095	0.006141493	0.00593891	0.006195046	0.005739878	0.005852034	0.006188653	0.00623649	0.006287528	0.006144626	0.00573545	0.005992763	0.005878682
Metabolism;Metabolism of Cofactors and Vitamins;Pantothenate and CoA biosynthesis	0.006657437	0.006702715	0.006283022	0.006803647	0.006759994	0.006193983	0.006436838	0.006604354	0.005786189	0.006798207	0.00692413	0.006573186	0.006577902	0.006281499	0.005932108	0.006372258	0.006633393	0.006516423	0.006458218	0.006542616	0.006526934	0.006610399	0.006313983	0.006552009	0.006761104	0.007024537	0.006797354	0.006775021	0.006063426	0.006506609	0.006553202	0.005977575	0.006642294	0.007126152	0.006551907	0.006706807	0.006462237	0.005710033	0.006468345	0.006776606	0.007883392	0.00672247	0.006821871	0.006349645	0.006893009	0.006928554
Metabolism;Metabolism of Cofactors and Vitamins;Porphyrin and chlorophyll metabolism	0.009576139	0.010257583	0.009917811	0.010082058	0.009295216	0.009734985	0.009978033	0.009216835	0.009464029	0.01005849	0.009531045	0.009677932	0.009136091	0.00397908	0.008405605	0.008286267	0.008895229	0.00751669	0.007531899	0.008109665	0.008607754	0.009535324	0.008354846	0.009895109	0.009999762	0.009910828	0.009639123	0.008642924	0.008051874	0.00944718	0.00838814	0.00911409	0.009859932	0.009167397	0.009395456	0.009786089	0.007709447	0.007812496	0.008813621	0.009137351	0.01106708	0.008912905	0.009039005	0.007819009	0.009708448	0.008962349
Metabolism;Metabolism of Cofactors and Vitamins;Retinol metabolism	0.000178468	0.000105295	0.000158698	0.000111942	0.000145258	7.28605E-05	0.000127266	0.000187458	0.000167175	9.21642E-05	0.000152918	0.000120953	8.23006E-05	0.00072277	0.000206489	0.00027512	0.000149371	0.000346151	0.000131349	0.000179568	0.000167355	0.000120225	0.000405168	0.000159343	9.47615E-05	0.000145582	0.000122004	0.00022962	0.000114161	0.000142056	0.000244152	0.000160234	0.000105626	0.000158998	0.000139932	3.59252E-05	0.000276042	0.000220643	0.000261867	0.000164529	5.54125E-05	0.000121777	0.000166636	0.000235288	7.62391E-05	0.000310541
Metabolism;Metabolism of Cofactors and Vitamins;Riboflavin metabolism	0.002085333	0.001951998	0.001910578	0.002015912	0.001930814	0.001707012	0.002147549	0.002065275	0.001797764	0.002102345	0.002013992	0.001800142	0.002076679	0.002641614	0.002008466	0.002060921	0.002355954	0.002464191	0.002432866	0.00240168	0.002130513	0.001883311	0.002416291	0.001927951	0.002111472	0.001483041	0.002221102	0.002143462	0.002053551	0.002316682	0.002185894	0.001955106	0.002056751	0.002091464	0.00188558	0.001628658	0.002308371	0.001938224	0.001980146	0.002343108	0.002249451	0.002278625	0.002061328	0.00227488	0.00202231	0.00215003
Metabolism;Metabolism of Cofactors and Vitamins;Thiamine metabolism	0.005361178	0.005109256	0.005059883	0.005307887	0.005232329	0.004990199	0.005088412	0.005017163	0.004616267	0.005367509	0.005107674	0.004887655	0.005301116	0.004251225	0.004459318	0.004930281	0.005130678	0.004770218	0.005203944	0.005144137	0.004937573	0.004713037	0.004791962	0.005088674	0.005280313	0.005320795	0.005334879	0.004960213	0.004858224	0.00512942	0.004855411	0.004835944	0.004959201	0.005359695	0.004819442	0.005396781	0.004892168	0.004549687	0.004938895	0.005159236	0.005838672	0.005234286	0.005191242	0.004750575	0.005079229	0.0051586
Metabolism;Metabolism of Cofactors and Vitamins;Ubiquinone and other terpenoid-quinone biosynthesis	0.001409656	0.001465499	0.001532486	0.001558636	0.000830794	0.001548918	0.001843661	0.002077513	0.001489803	0.001198381	0.000816077	0.001514415	0.002090196	0.001083858	0.002091081	0.001674557	0.002085869	0.002864158	0.002664816	0.002467178	0.002072713	0.001433591	0.002679806	0.001219539	0.001550778	0.000761346	0.001648745	0.001742468	0.001938838	0.00207761	0.002344752	0.001884641	0.00143201	0.000897336	0.001869676	0.0010494	0.002227491	0.002070603	0.001406671	0.001872662	0.000653246	0.001969595	0.001892328	0.002430474	0.001604409	0.002349835
Metabolism;Metabolism of Cofactors and Vitamins;Vitamin B6 metabolism	0.001937101	0.002023619	0.001923009	0.002122616	0.001924103	0.00211024	0.002140896	0.001954825	0.001958791	0.001888156	0.002022941	0.002227194	0.002239333	0.001267616	0.002121353	0.002143827	0.002100626	0.001882547	0.002334291	0.00224594	0.002131996	0.002104305	0.001952784	0.001997438	0.002042922	0.002190125	0.00206631	0.002035381	0.002090633	0.00216244	0.001982832	0.002019368	0.002028013	0.002208959	0.002324125	0.001957975	0.002136433	0.002035094	0.002109137	0.002034801	0.00161636	0.002155047	0.002242767	0.002066637	0.002129498	0.002000657
Metabolism;Metabolism of Other Amino Acids;Cyanoamino acid metabolism	0.003826445	0.003264453	0.002834371	0.003096269	0.004138386	0.002862771	0.003232992	0.003012995	0.002916109	0.004531304	0.002860445	0.003410205	0.003928985	0.002454615	0.003502725	0.003312489	0.003465895	0.002697553	0.004417372	0.003238373	0.003130296	0.003378428	0.002606647	0.003535639	0.003243229	0.002597909	0.003139962	0.003307483	0.003362094	0.003312376	0.002933886	0.003096754	0.004048621	0.002860546	0.003671622	0.003367252	0.003287804	0.003981505	0.00307878	0.003151818	0.003245549	0.00368368	0.002909585	0.003009598	0.003402215	0.002383781
Metabolism;Metabolism of Other Amino Acids;D-Alanine metabolism	0.001000518	0.001036892	0.001096376	0.000990681	0.001012515	0.000984645	0.000970099	0.000948971	0.001087609	0.000877631	0.001012479	0.000983579	0.000995423	0.000895659	0.000942896	0.000992759	0.000972839	0.000953737	0.000879403	0.000976223	0.000961565	0.00100183	0.000934269	0.000995611	0.001007964	0.001008907	0.000978963	0.001042438	0.000980364	0.000971581	0.000948432	0.001039175	0.000855228	0.001031999	0.000968854	0.000956854	0.000953943	0.000863874	0.001003114	0.000975561	0.000994307	0.000939957	0.000964161	0.000932198	0.000996374	0.000921916
Metabolism;Metabolism of Other Amino Acids;D-Arginine and D-ornithine metabolism	3.05458E-05	4.14014E-05	1.99675E-05	3.38602E-05	3.18776E-05	7.53851E-05	3.0351E-05	3.52939E-05	4.79783E-05	2.05903E-05	4.71704E-05	4.22184E-05	1.62154E-05	9.03623E-07	5.20299E-05	4.94346E-05	2.65109E-05	3.64747E-05	2.47493E-05	1.87586E-05	4.56027E-05	7.47454E-05	3.93769E-05	3.35301E-05	3.92967E-05	8.02036E-06	3.75901E-05	2.4172E-05	8.98244E-05	4.09833E-05	4.58252E-05	2.64636E-05	3.63611E-05	2.35015E-05	2.75659E-05	1.79342E-05	9.11351E-06	2.41992E-05	5.61638E-05	3.09165E-05	5.91563E-06	2.89732E-05	1.727E-05	4.97976E-05	4.8187E-05	2.0059E-05
Metabolism;Metabolism of Other Amino Acids;D-Glutamine and D-glutamate metabolism	0.001369497	0.001466794	0.001460451	0.001440092	0.001308511	0.001373137	0.001493905	0.00139245	0.001393396	0.001372004	0.001328808	0.001413194	0.001582541	0.001416507	0.001382715	0.001422207	0.001531885	0.001374231	0.001628724	0.00159818	0.001432358	0.001382625	0.001416843	0.001386473	0.001488327	0.001391284	0.001470594	0.001417916	0.001403727	0.001514652	0.001388397	0.001455499	0.001401216	0.001433603	0.001490822	0.001395218	0.001513676	0.001389448	0.001405429	0.001487931	0.001454619	0.001567058	0.001524126	0.001396628	0.001447296	0.00139579
Metabolism;Metabolism of Other Amino Acids;Glutathione metabolism	0.001703433	0.001420514	0.001586107	0.001468386	0.001293001	0.00142332	0.001731319	0.001612142	0.001670846	0.001402807	0.001348092	0.001485907	0.001647737	0.002535825	0.001834889	0.00147199	0.001756499	0.001980921	0.001921239	0.001931396	0.001655847	0.001269509	0.002568618	0.001385361	0.00143187	0.001111787	0.001525194	0.001623202	0.001514738	0.001794187	0.001668266	0.00178047	0.001458229	0.001375611	0.001618809	0.001119682	0.001921749	0.001899756	0.001308444	0.00166111	0.000759676	0.001604368	0.001598023	0.001803777	0.001323239	0.001740028
Metabolism;Metabolism of Other Amino Acids;Phosphonate and phosphinate metabolism	0.000643891	0.000560409	0.000583685	0.000489068	0.000669579	0.000499412	0.000481373	0.000584784	0.000546428	0.000695969	0.000563997	0.000602268	0.000593822	0.000527213	0.000601643	0.000654873	0.000589246	0.000596974	0.000633684	0.000559495	0.000548064	0.000548286	0.000596767	0.000581487	0.000585429	0.000589875	0.000561011	0.000675371	0.000606629	0.000519969	0.000616163	0.000610626	0.000692549	0.000631893	0.000648912	0.00062956	0.00064743	0.00069673	0.000660258	0.000580614	0.00056217	0.000564643	0.000545512	0.000589616	0.000600661	0.000542363
Metabolism;Metabolism of Other Amino Acids;Selenocompound metabolism	0.003869964	0.003785835	0.003998814	0.003931525	0.003999355	0.003691347	0.003812987	0.003748005	0.003814354	0.003768027	0.003785137	0.003820088	0.003855529	0.004308618	0.003794827	0.00370877	0.003861243	0.003982429	0.003783772	0.003860015	0.003841264	0.003993893	0.003773862	0.003836812	0.003790197	0.003692738	0.003922366	0.003885089	0.003859319	0.00390234	0.003841065	0.003831894	0.00366105	0.003711762	0.00376084	0.003806605	0.003827059	0.003668477	0.003759495	0.003881562	0.00369097	0.003782933	0.00383209	0.003876758	0.003873675	0.003893143
Metabolism;Metabolism of Other Amino Acids;Taurine and hypotaurine metabolism	0.001046362	0.001104887	0.001041845	0.001083165	0.000853612	0.001065857	0.001140608	0.001172843	0.001023738	0.001049614	0.000919587	0.001078842	0.001277787	0.001705796	0.001146722	0.001047261	0.001243439	0.001256087	0.001464602	0.001364742	0.001188601	0.001054917	0.001229078	0.001040975	0.001159874	0.000907807	0.001158468	0.001100389	0.001183361	0.001197411	0.001235459	0.001143957	0.001172037	0.000986954	0.001211558	0.000983494	0.001312809	0.001135003	0.000999007	0.001181105	0.000984622	0.001275953	0.001224225	0.001231226	0.001155646	0.001223198
Metabolism;Metabolism of Other Amino Acids;beta-Alanine metabolism	0.002058095	0.001838025	0.002093806	0.001932034	0.001638733	0.001767954	0.001871549	0.001858467	0.001779622	0.00178221	0.001685816	0.001793223	0.002049505	0.002532288	0.002021467	0.001670642	0.001962151	0.001845236	0.002171942	0.002106152	0.002066452	0.001700521	0.002767678	0.0017655	0.001819339	0.001637637	0.001803105	0.001723387	0.001745488	0.001927042	0.001819766	0.001907211	0.001675878	0.001633922	0.001845574	0.001666538	0.001933314	0.00204054	0.001521406	0.001834155	0.001519031	0.001897959	0.001937412	0.001987157	0.001868305	0.00203255
"Metabolism;Metabolism of Terpenoids and Polyketides;Biosynthesis of 12-, 14- and 16-membered macrolides"	0	0	4.95881E-08	0	0	0	0	0	7.49662E-08	0	0	0	0	0	0	0	0	0	0	5.72783E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68299E-08	0	0	0	0	0	0
Metabolism;Metabolism of Terpenoids and Polyketides;Biosynthesis of ansamycins	0.001293313	0.001332271	0.001195039	0.001189015	0.001614574	0.001575969	0.001283049	0.001377539	0.001548126	0.001416343	0.001433956	0.001290639	0.001135465	0.000847069	0.00132596	0.001444478	0.001137653	0.001110128	0.000948921	0.000941856	0.001300291	0.001587572	0.000864323	0.001294632	0.001404287	0.001314881	0.00113774	0.0012935	0.00156656	0.001218354	0.001370894	0.001322042	0.00143932	0.001192991	0.001144428	0.001425166	0.000866647	0.00112028	0.001557466	0.001180667	0.001121053	0.001032245	0.001025697	0.001304632	0.001462779	0.00093431
Metabolism;Metabolism of Terpenoids and Polyketides;Biosynthesis of siderophore group nonribosomal peptides	0.000236976	0.00025605	0.000390655	0.000414007	4.70521E-05	0.000357889	0.000266344	0.000245204	0.000181793	0.00011378	0.000149294	0.000361258	0.000323167	8.88391E-05	0.000374189	0.000289822	0.000232936	0.000265417	0.000304425	0.000370705	0.000384257	0.000257244	0.000436255	0.000163981	0.00025712	0.000369151	0.000331813	0.000161796	0.000265135	0.000298212	0.000286681	0.000256205	0.000169118	0.000181895	0.00035682	0.000229644	0.000345589	0.000391617	0.000288078	0.000207664	2.22766E-05	0.000251924	0.000462162	0.000347571	0.000311767	0.000446486
Metabolism;Metabolism of Terpenoids and Polyketides;Biosynthesis of type II polyketide backbone	0	0	4.95881E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68299E-08	0	0	0	0	0	0
Metabolism;Metabolism of Terpenoids and Polyketides;Biosynthesis of type II polyketide products	2.0674E-07	0	1.48764E-07	1.6421E-08	3.72838E-08	0	0	8.61878E-08	7.49662E-08	4.10166E-08	5.9869E-07	6.40643E-08	2.78137E-08	0	0	0	3.43183E-07	5.97293E-08	0	5.72783E-08	7.23852E-08	0	2.07247E-07	4.78148E-08	0	0	0	0	0	0	0	0	0	1.45071E-07	0	0	4.62615E-08	0	0	2.01959E-07	8.45089E-09	0	0	0	0	8.71047E-08
Metabolism;Metabolism of Terpenoids and Polyketides;Biosynthesis of vancomycin group antibiotics	0.000645752	0.000583851	0.000554576	0.000632391	0.000707198	0.00054892	0.000669214	0.000614303	0.000530536	0.000704254	0.000606693	0.00062815	0.000665664	0.001219853	0.000612293	0.000640236	0.000756891	0.000683801	0.000842828	0.000742298	0.000650743	0.000574725	0.000630445	0.000612125	0.000625117	0.000533733	0.000650362	0.000723745	0.000636811	0.000714521	0.000636853	0.000613118	0.000673205	0.000642628	0.000687611	0.000550902	0.000754124	0.000641088	0.00060467	0.000694637	0.000542032	0.000716045	0.000671155	0.000671006	0.000614758	0.000619638
Metabolism;Metabolism of Terpenoids and Polyketides;Carotenoid biosynthesis	8.2024E-05	2.75434E-05	2.64139E-05	1.58463E-05	3.69482E-05	2.75942E-06	2.14147E-05	5.83922E-05	2.35394E-05	2.15337E-05	2.34749E-05	1.60801E-05	1.21824E-05	4.23412E-06	6.62068E-06	4.52806E-05	2.53956E-05	0.000131205	1.23324E-05	4.22141E-05	3.74955E-05	1.03097E-05	0.000161342	1.43205E-05	1.41045E-05	2.00471E-05	2.37466E-05	8.85275E-05	3.51727E-06	2.10198E-05	6.74628E-05	2.12501E-05	8.84864E-06	1.79163E-05	1.89604E-05	2.35258E-06	4.38405E-05	6.11788E-06	6.01007E-05	3.6504E-05	6.06774E-06	1.59704E-05	4.46164E-05	5.39177E-05	1.24286E-05	0.000103667
Metabolism;Metabolism of Terpenoids and Polyketides;Geraniol degradation	0.000482479	0.000351286	0.000434953	0.000281818	0.000121657	0.00027399	0.000343265	0.000502389	0.00032048	0.000288182	0.000256964	0.000332173	0.000476643	0.000165802	0.000626494	0.000427556	0.00045978	0.000764535	0.000682338	0.000630291	0.000607275	0.000339971	0.001574558	0.000258534	0.000350563	3.02923E-05	0.000337092	0.000416636	0.000474865	0.000411609	0.000615434	0.000417594	0.000405254	0.000173565	0.000395942	0.000102695	0.000507196	0.000635515	0.000326558	0.000414133	3.60684E-05	0.000444273	0.000436997	0.000696596	0.000381827	0.000658449
Metabolism;Metabolism of Terpenoids and Polyketides;Limonene and pinene degradation	0.000796155	0.000839037	0.000916321	0.000509561	0.000439054	0.000590678	0.000647278	0.000939231	0.000960167	0.000559261	0.000743951	0.000631289	0.000825621	0.000563977	0.000928911	0.00073693	0.000791381	0.001109232	0.000855836	0.00089231	0.000860732	0.000670714	0.001748853	0.000733024	0.000826355	0.000414719	0.000633575	0.000849755	0.000770685	0.000664107	0.001027843	0.00093865	0.000771942	0.00069321	0.000740693	0.000591203	0.000835251	0.000967061	0.000664221	0.000782758	0.000538077	0.000731603	0.000685023	0.000979272	0.000684782	0.000972026
Metabolism;Metabolism of Terpenoids and Polyketides;Polyketide sugar unit biosynthesis	0.002019022	0.002010107	0.001941224	0.002109939	0.002022533	0.002016728	0.002234412	0.001992101	0.001895894	0.002178841	0.001985633	0.002095798	0.00215236	0.002620495	0.001985174	0.002091347	0.002448528	0.002076508	0.002642179	0.002349127	0.00215563	0.002125465	0.002132674	0.001989106	0.002128763	0.001817595	0.002217459	0.002060852	0.002183322	0.002341667	0.001996619	0.002070002	0.002268792	0.002051038	0.0022295	0.0019432	0.002169232	0.001958901	0.002037893	0.002338143	0.001990431	0.002381772	0.002228977	0.002123619	0.002194871	0.001976243
Metabolism;Metabolism of Terpenoids and Polyketides;Prenyltransferases	0.00277848	0.002958627	0.002937266	0.003050766	0.002464755	0.002830039	0.003171733	0.003096813	0.002712276	0.002668004	0.002762575	0.002921843	0.003268939	0.003267915	0.002761737	0.003014206	0.003360624	0.003634685	0.003577331	0.003509614	0.003129935	0.002829228	0.00333968	0.002978095	0.003069169	0.00271365	0.003178965	0.003110712	0.003055002	0.003328466	0.003247141	0.002996311	0.002884902	0.002974438	0.003164126	0.002637474	0.003440914	0.002699419	0.002911296	0.003302327	0.002901733	0.003321609	0.003279956	0.003210399	0.003053952	0.003448462
Metabolism;Metabolism of Terpenoids and Polyketides;Sesquiterpenoid biosynthesis	0	0	3.14058E-07	0	0	0	0	0	0	0	1.03983E-06	0	0	0	0	0	6.86367E-07	5.97293E-08	0	1.43196E-07	0	0	0	9.56295E-08	0	0	0	0	0	0	0	1.64985E-08	0	2.90142E-07	0	0	9.2523E-08	0	0	4.20747E-07	0	0	1.2985E-08	0	0	1.74209E-07
